GAME_DATE,TEAM,TEAM_FULL,PLAYER,PTS,REB,AST,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG_PCT,TS_PCT,MIN,didHit30,didHit4Threes,r3_EFG,r5_EFG,r3_TS,r5_TS,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT,STL,didHitOver_PTS,didHitOver_REB,didHitOver_AST,didHitOver_FG3M,didHitOver_STL
2025-11-07,SA,San Antonio Spurs,Harrison Barnes,24.0,5.0,2.0,8,11,72.7,6,9,66.7,2,2,100.0,100.0,101.0,39,0,1,,,,,24.0,24.0,66.7,66.7,2.0,1.0,1.0,1.0,0.0,0.0
2025-11-07,BOS,Boston Celtics,Hugo Gonzalez,0.0,4.0,1.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,9,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DEN,Denver Nuggets,Hunter Tyson,0.0,1.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,4,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,TOR,Toronto Raptors,Immanuel Quickley,18.0,5.0,6.0,5,11,45.5,3,7,42.9,5,6,83.3,59.1,66.0,34,0,0,,,,,18.0,18.0,42.9,42.9,3.0,1.0,1.0,1.0,0.0,1.0
2025-11-07,CHI,Chicago Bulls,Isaac Okoro,6.0,4.0,0.0,3,6,50.0,0,2,0.0,0,0,0.0,50.0,50.0,17,0,0,,,,,6.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Isaiah Collier,10.0,0.0,3.0,4,8,50.0,1,3,33.3,1,2,50.0,56.2,56.3,26,0,0,,,,,10.0,10.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,OKC,Oklahoma City Thunder,Isaiah Hartenstein,33.0,19.0,3.0,14,17,82.4,0,0,0.0,5,6,83.3,82.4,84.0,31,1,0,,,,,33.0,33.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2025-11-07,OKC,Oklahoma City Thunder,Isaiah Joe,14.0,6.0,1.0,4,8,50.0,3,6,50.0,3,4,75.0,68.8,71.7,28,0,0,,,,,14.0,14.0,50.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0
2025-11-07,DET,Detroit Pistons,Isaiah Stewart,4.0,3.0,1.0,2,2,100.0,0,0,0.0,0,0,0.0,100.0,100.0,9,0,0,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Ja Morant,21.0,5.0,13.0,7,20,35.0,0,4,0.0,7,7,100.0,35.0,45.5,32,0,0,,,,,21.0,21.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
2025-11-07,TOR,Toronto Raptors,Ja'Kobe Walter,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,6,0,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,HOU,Houston Rockets,Jabari Smith Jr.,5.0,8.0,2.0,2,6,33.3,0,1,0.0,1,2,50.0,33.3,36.3,27,0,0,,,,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DAL,Dallas Mavericks,Jaden Hardy,8.0,3.0,2.0,2,5,40.0,2,5,40.0,2,2,100.0,60.0,68.0,17,0,0,,,,,8.0,8.0,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Jaden McDaniels,22.0,7.0,1.0,9,14,64.3,3,3,100.0,1,2,50.0,75.0,73.9,27,0,0,,,,,22.0,22.0,100.0,100.0,3.0,1.0,1.0,0.0,0.0,1.0
2025-11-07,HOU,Houston Rockets,Jae'Sean Tate,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIA,Miami Heat,Jaime Jaquez Jr.,18.0,8.0,9.0,8,15,53.3,1,1,100.0,1,2,50.0,56.7,56.7,33,0,0,,,,,18.0,18.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,TOR,Toronto Raptors,Jakob Poeltl,12.0,10.0,1.0,4,5,80.0,0,0,0.0,4,4,100.0,80.0,88.8,25,0,0,,,,,12.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2025-11-07,DET,Detroit Pistons,Jalen Duren,30.0,11.0,0.0,11,14,78.6,0,0,0.0,8,8,100.0,78.6,85.6,30,1,0,,,,,30.0,30.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Jalen Johnson,21.0,7.0,4.0,8,14,57.1,2,5,40.0,3,3,100.0,64.3,68.5,33,0,0,,,,,21.0,21.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0
2025-11-07,DEN,Denver Nuggets,Jalen Pickett,0.0,2.0,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,5,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CHI,Chicago Bulls,Jalen Smith,7.0,5.0,3.0,3,6,50.0,0,2,0.0,1,2,50.0,50.0,50.9,17,0,0,,,,,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-11-07,ORL,Orlando Magic,Jalen Suggs,14.0,3.0,5.0,5,8,62.5,4,6,66.7,0,0,0.0,87.5,87.5,21,0,1,,,,,14.0,14.0,66.7,66.7,0.0,1.0,1.0,1.0,0.0,0.0
2025-11-07,BKN,Brooklyn Nets,Jalen Wilson,9.0,1.0,1.0,3,5,60.0,3,4,75.0,0,0,0.0,90.0,90.0,11,0,0,,,,,9.0,9.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DEN,Denver Nuggets,Jamal Murray,23.0,4.0,8.0,8,12,66.7,5,7,71.4,2,2,100.0,87.5,89.3,31,0,1,,,,,23.0,23.0,71.4,71.4,2.0,1.0,1.0,1.0,0.0,1.0
2025-11-07,TOR,Toronto Raptors,Jamal Shead,0.0,1.0,2.0,0,3,0.0,0,3,0.0,0,0,0.0,0.0,0.0,14,0,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,WSH,Washington Wizards,Jamir Watkins,6.0,6.0,0.0,3,4,75.0,0,1,0.0,0,0,0.0,75.0,75.0,20,0,0,,,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,TOR,Toronto Raptors,Jamison Battle,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,6,0,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Jaren Jackson Jr.,17.0,4.0,0.0,6,9,66.7,2,5,40.0,3,3,100.0,77.8,82.4,29,0,0,,,,,17.0,17.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CLE,Cleveland Cavaliers,Jarrett Allen,16.0,14.0,3.0,7,13,53.8,0,0,0.0,2,4,50.0,53.8,54.2,26,0,0,,,,,16.0,16.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
2025-11-07,MEM,Memphis Grizzlies,Javon Small,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DET,Detroit Pistons,Javonte Green,8.0,3.0,1.0,2,5,40.0,1,3,33.3,3,4,75.0,50.0,59.2,20,0,0,,,,,8.0,8.0,33.3,33.3,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,BOS,Boston Celtics,Jaylen Brown,32.0,9.0,3.0,15,28,53.6,1,6,16.7,1,2,50.0,55.4,55.4,36,1,0,,,,,32.0,32.0,16.7,16.7,1.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Jaylen Clark,6.0,1.0,2.0,2,4,50.0,1,1,100.0,1,2,50.0,62.5,61.5,20,0,0,,,,,6.0,6.0,100.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Jaylen Wells,8.0,5.0,1.0,2,7,28.6,1,3,33.3,3,4,75.0,35.7,45.7,25,0,0,,,,,8.0,8.0,33.3,33.3,0.0,0.0,1.0,0.0,0.0,0.0
2025-11-07,OKC,Oklahoma City Thunder,Jaylin Williams,6.0,3.0,1.0,2,7,28.6,2,7,28.6,0,0,0.0,42.9,42.9,21,0,0,,,,,6.0,6.0,28.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CLE,Cleveland Cavaliers,Jaylon Tyson,10.0,4.0,2.0,3,7,42.9,2,3,66.7,2,2,100.0,57.1,63.5,23,0,0,,,,,10.0,10.0,66.7,66.7,1.0,1.0,0.0,0.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Jeremy Sochan,2.0,2.0,2.0,0,5,0.0,0,2,0.0,2,2,100.0,0.0,17.0,15,0,0,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-11-07,MIL,Milwaukee Bucks,Jericho Sims,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,4,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,GS,Golden State Warriors,Jimmy Butler III,16.0,3.0,3.0,5,10,50.0,0,3,0.0,6,7,85.7,50.0,61.2,31,0,0,,,,,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Joan Beringer,6.0,3.0,0.0,3,3,100.0,0,0,0.0,0,1,0.0,100.0,87.2,9,0,0,,,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Jock Landale,11.0,7.0,3.0,4,8,50.0,0,2,0.0,3,6,50.0,50.0,51.7,29,0,0,,,,,11.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Joe Ingles,0.0,0.0,3.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,9,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,John Konchar,0.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,9,0,0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Johnny Juzang,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,5,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DEN,Denver Nuggets,Jonas Valanciunas,16.0,6.0,1.0,6,8,75.0,2,3,66.7,2,2,100.0,87.5,90.1,16,0,0,,,,,16.0,16.0,66.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,ORL,Orlando Magic,Jonathan Isaac,3.0,1.0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,150.0,150.0,5,0,0,,,,,3.0,3.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,GS,Golden State Warriors,Jonathan Kuminga,6.0,7.0,3.0,3,10,30.0,0,2,0.0,0,0,0.0,30.0,30.0,27,0,0,,,,,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Jordan McLaughlin,9.0,1.0,1.0,4,6,66.7,1,1,100.0,0,0,0.0,75.0,75.0,9,0,0,,,,,9.0,9.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,BOS,Boston Celtics,Jordan Walsh,2.0,6.0,0.0,1,3,33.3,0,1,0.0,0,0,0.0,33.3,33.3,19,0,0,,,,,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CHI,Chicago Bulls,Josh Giddey,16.0,7.0,14.0,6,14,42.9,2,5,40.0,2,4,50.0,50.0,50.8,35,0,0,,,,,16.0,16.0,40.0,40.0,1.0,0.0,0.0,1.0,0.0,1.0
2025-11-07,BOS,Boston Celtics,Josh Minott,12.0,8.0,1.0,4,7,57.1,2,4,50.0,2,2,100.0,71.4,76.1,25,0,0,,,,,12.0,12.0,50.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,HOU,Houston Rockets,Josh Okogie,12.0,3.0,0.0,4,7,57.1,2,3,66.7,2,2,100.0,71.4,76.1,25,0,0,,,,,12.0,12.0,66.7,66.7,5.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Julian Champagnie,22.0,7.0,1.0,6,14,42.9,6,13,46.2,4,4,100.0,64.3,69.8,31,0,1,,,,,22.0,22.0,46.2,46.2,4.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,CHI,Chicago Bulls,Julian Phillips,0.0,0.0,0.0,0,2,0.0,0,1,0.0,0,0,0.0,0.0,0.0,4,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DEN,Denver Nuggets,Julian Strawther,4.0,1.0,0.0,0,2,0.0,0,2,0.0,4,4,100.0,0.0,53.2,7,0,0,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Julius Randle,19.0,10.0,12.0,6,12,50.0,1,4,25.0,6,6,100.0,54.2,64.9,26,0,0,,,,,19.0,19.0,25.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0
2025-11-07,WSH,Washington Wizards,Justin Champagnie,6.0,11.0,2.0,1,6,16.7,0,3,0.0,4,4,100.0,16.7,38.7,19,0,0,,,,,6.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Jusuf Nurkic,3.0,4.0,4.0,1,3,33.3,0,1,0.0,1,2,50.0,33.3,38.7,19,0,0,,,,,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2025-11-07,CHA,Charlotte Hornets,KJ Simpson,0.0,1.0,3.0,0,3,0.0,0,0,0.0,0,0,0.0,0.0,0.0,13,0,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Keaton Wallace,7.0,3.0,3.0,3,5,60.0,1,3,33.3,0,0,0.0,70.0,70.0,20,0,0,,,,,7.0,7.0,33.3,33.3,2.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIA,Miami Heat,Kel'el Ware,7.0,6.0,0.0,3,13,23.1,1,5,20.0,0,0,0.0,26.9,26.9,30,0,0,,,,,7.0,7.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Keldon Johnson,8.0,6.0,4.0,3,8,37.5,0,2,0.0,2,2,100.0,37.5,45.0,27,0,0,,,,,8.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Kelly Olynyk,2.0,1.0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,100.0,100.0,6,0,0,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Kentavious Caldwell-Pope,12.0,3.0,1.0,5,7,71.4,2,3,66.7,0,0,0.0,85.7,85.7,24,0,0,,,,,12.0,12.0,66.7,66.7,0.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,SAC,Sacramento Kings,Keon Ellis,3.0,1.0,0.0,1,5,20.0,1,4,25.0,0,0,0.0,30.0,30.0,12,0,0,,,,,3.0,3.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,HOU,Houston Rockets,Kevin Durant,24.0,1.0,2.0,8,18,44.4,1,2,50.0,7,7,100.0,47.2,56.9,37,0,0,,,,,24.0,24.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0
2025-11-07,CHI,Chicago Bulls,Kevin Huerter,13.0,3.0,5.0,5,13,38.5,1,5,20.0,2,2,100.0,42.3,46.8,23,0,0,,,,,13.0,13.0,20.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Kevin Love,0.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,3,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Keyonte George,18.0,4.0,2.0,7,14,50.0,2,5,40.0,2,2,100.0,57.1,60.5,26,0,0,,,,,18.0,18.0,40.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0
2025-11-07,WSH,Washington Wizards,Khris Middleton,4.0,2.0,4.0,2,3,66.7,0,1,0.0,0,0,0.0,66.7,66.7,22,0,0,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-11-07,DAL,Dallas Mavericks,Klay Thompson,0.0,1.0,3.0,0,6,0.0,0,5,0.0,0,0,0.0,0.0,0.0,17,0,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2025-11-07,CHA,Charlotte Hornets,Kon Knueppel,30.0,8.0,3.0,9,23,39.1,5,13,38.5,7,7,100.0,50.0,57.5,40,1,1,,,,,30.0,30.0,38.5,38.5,1.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Kristaps Porzingis,17.0,7.0,3.0,4,16,25.0,1,7,14.3,8,8,100.0,28.1,43.5,30,0,0,,,,,17.0,17.0,14.3,14.3,0.0,0.0,1.0,1.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Kyle Anderson,8.0,4.0,4.0,3,7,42.9,0,0,0.0,2,2,100.0,42.9,50.8,12,0,0,,,,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Kyle Filipowski,9.0,10.0,2.0,3,9,33.3,1,4,25.0,2,4,50.0,38.9,41.8,22,0,0,,,,,9.0,9.0,25.0,25.0,2.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,MIL,Milwaukee Bucks,Kyle Kuzma,11.0,8.0,1.0,4,6,66.7,1,2,50.0,2,2,100.0,75.0,79.9,28,0,0,,,,,11.0,11.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-11-07,CLE,Cleveland Cavaliers,Larry Nance Jr.,5.0,2.0,1.0,2,3,66.7,1,2,50.0,0,0,0.0,83.3,83.3,14,0,0,,,,,5.0,5.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Lauri Markkanen,12.0,2.0,2.0,4,14,28.6,0,4,0.0,4,5,80.0,28.6,37.0,21,0,0,,,,,12.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
2025-11-07,MIN,Minnesota Timberwolves,Leonard Miller,6.0,3.0,0.0,2,2,100.0,0,0,0.0,2,3,66.7,100.0,90.4,9,0,0,,,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CHA,Charlotte Hornets,Liam McNeeley,8.0,4.0,1.0,2,6,33.3,2,5,40.0,2,2,100.0,50.0,58.1,19,0,0,,,,,8.0,8.0,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Lindy Waters III,3.0,1.0,0.0,1,2,50.0,1,2,50.0,0,0,0.0,75.0,75.0,6,0,0,,,,,3.0,3.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,BOS,Boston Celtics,Luka Garza,2.0,0.0,0.0,1,3,33.3,0,1,0.0,0,0,0.0,33.3,33.3,13,0,0,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CLE,Cleveland Cavaliers,Luke Travers,4.0,2.0,2.0,1,3,33.3,0,0,0.0,2,2,100.0,33.3,51.5,9,0,0,,,,,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,SAC,Sacramento Kings,Malik Monk,15.0,3.0,1.0,6,9,66.7,3,4,75.0,0,0,0.0,83.3,83.3,24,0,0,,,,,15.0,15.0,75.0,75.0,1.0,1.0,1.0,0.0,0.0,1.0
2025-11-07,WSH,Washington Wizards,Marvin Bagley III,2.0,7.0,0.0,0,4,0.0,0,0,0.0,2,2,100.0,0.0,20.5,12,0,0,,,,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-11-07,CHI,Chicago Bulls,Matas Buzelis,20.0,8.0,3.0,8,13,61.5,2,6,33.3,2,2,100.0,69.2,72.0,36,0,0,,,,,20.0,20.0,33.3,33.3,2.0,1.0,1.0,0.0,0.0,1.0
2025-11-07,DAL,Dallas Mavericks,Max Christie,18.0,1.0,1.0,7,12,58.3,4,7,57.1,0,0,0.0,75.0,75.0,28,0,1,,,,,18.0,18.0,57.1,57.1,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-07,SAC,Sacramento Kings,Maxime Raynaud,8.0,10.0,1.0,3,10,30.0,0,1,0.0,2,2,100.0,30.0,36.8,24,0,0,,,,,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,BKN,Brooklyn Nets,Michael Porter Jr.,28.0,5.0,2.0,8,17,47.1,5,10,50.0,7,7,100.0,61.8,69.7,32,0,1,,,,,28.0,28.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Mike Conley,5.0,1.0,2.0,1,2,50.0,1,2,50.0,2,2,100.0,75.0,86.8,17,0,0,,,,,5.0,5.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CHA,Charlotte Hornets,Miles Bridges,14.0,12.0,7.0,4,16,25.0,0,5,0.0,6,6,100.0,25.0,37.6,41,0,0,,,,,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2025-11-07,GS,Golden State Warriors,Moses Moody,2.0,3.0,3.0,1,9,11.1,0,6,0.0,0,0,0.0,11.1,11.1,19,0,0,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Mouhamed Gueye,2.0,7.0,1.0,1,6,16.7,0,3,0.0,0,0,0.0,16.7,16.7,19,0,0,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DAL,Dallas Mavericks,Moussa Cisse,10.0,8.0,0.0,4,5,80.0,0,0,0.0,2,4,50.0,80.0,74.0,14,0,0,,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,CHA,Charlotte Hornets,Moussa Diabate,10.0,11.0,0.0,4,6,66.7,0,0,0.0,2,5,40.0,66.7,61.0,22,0,0,,,,,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,MIL,Milwaukee Bucks,Myles Turner,23.0,8.0,0.0,8,14,57.1,5,8,62.5,2,3,66.7,75.0,75.1,31,0,1,,,,,23.0,23.0,62.5,62.5,4.0,1.0,1.0,0.0,0.0,0.0
2025-11-07,CLE,Cleveland Cavaliers,Nae'Qwan Tomlin,6.0,2.0,0.0,2,4,50.0,0,1,0.0,2,2,100.0,50.0,61.5,6,0,0,,,,,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,DAL,Dallas Mavericks,Naji Marshall,16.0,7.0,4.0,6,13,46.2,1,7,14.3,3,4,75.0,50.0,54.2,25,0,0,,,,,16.0,16.0,14.3,14.3,1.0,1.0,1.0,1.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Naz Reid,5.0,4.0,3.0,2,6,33.3,1,4,25.0,0,0,0.0,41.7,41.7,24,0,0,,,,,5.0,5.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,BOS,Boston Celtics,Neemias Queta,5.0,8.0,2.0,2,8,25.0,0,0,0.0,1,2,50.0,25.0,28.2,30,0,0,,,,,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2025-11-07,BKN,Brooklyn Nets,Nic Claxton,17.0,8.0,2.0,6,8,75.0,0,0,0.0,5,6,83.3,75.0,79.9,31,0,0,,,,,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Nickeil Alexander-Walker,20.0,2.0,3.0,7,14,50.0,3,6,50.0,3,4,75.0,60.7,63.5,30,0,0,,,,,20.0,20.0,50.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-07,DEN,Denver Nuggets,Nikola Jokic,26.0,9.0,9.0,12,15,80.0,2,3,66.7,0,0,0.0,86.7,86.7,28,0,0,,,,,26.0,26.0,66.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,MIA,Miami Heat,Nikola Jovic,10.0,4.0,3.0,4,6,66.7,0,0,0.0,2,2,100.0,66.7,72.7,19,0,0,,,,,10.0,10.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2025-11-07,CHI,Chicago Bulls,Nikola Vucevic,16.0,6.0,1.0,7,13,53.8,2,3,66.7,0,0,0.0,61.5,61.5,31,0,0,,,,,16.0,16.0,66.7,66.7,1.0,0.0,0.0,0.0,0.0,1.0
2025-11-07,SAC,Sacramento Kings,Nique Clifford,0.0,3.0,2.0,0,4,0.0,0,3,0.0,0,0,0.0,0.0,0.0,17,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,BKN,Brooklyn Nets,Noah Clowney,19.0,1.0,2.0,5,13,38.5,4,8,50.0,5,6,83.3,53.8,60.7,31,0,1,,,,,19.0,19.0,50.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0
2025-11-07,MIA,Miami Heat,Norman Powell,25.0,4.0,3.0,10,20,50.0,2,5,40.0,3,3,100.0,55.0,58.6,27,0,0,,,,,25.0,25.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Olivier-Maxence Prosper,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Onyeka Okongwu,7.0,11.0,0.0,2,12,16.7,0,3,0.0,3,3,100.0,16.7,26.3,26,0,0,,,,,7.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2025-11-07,OKC,Oklahoma City Thunder,Ousmane Dieng,3.0,5.0,1.0,1,5,20.0,1,3,33.3,0,0,0.0,30.0,30.0,17,0,0,,,,,3.0,3.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0
